2025-05-06 20:26:16 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 19:59:40 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 19:59:43 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 19:59:43 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 19:59:43 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=AUTHORIZE]
2025-05-09 19:59:43 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 19:59:46 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 19:59:46 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=null]
2025-05-09 19:59:47 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You have been authorized as test, responseType=FINAL]
2025-05-09 19:59:47 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 19:59:50 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 19:59:50 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/show, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=null]
2025-05-09 19:59:51 [main] ERROR ru.sdmitriy612.collection.CollectionManager - Error in load collection: Запрос не вернул результатов.
2025-05-09 19:59:51 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=collection is empty, responseType=FINAL]
2025-05-09 19:59:51 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:00:02 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/exit, args=[], userAuthorization=null, builder=null]
2025-05-09 20:00:06 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:00:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:00:12 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/show, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=null]
2025-05-09 20:00:13 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=collection is empty, responseType=FINAL]
2025-05-09 20:00:13 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:00:16 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:00:16 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=null]
2025-05-09 20:00:16 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 20:00:16 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:00:37 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:00:37 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=ru.sdmitriy612.collection.flat.FlatBuilder@1dd6d4b7]
2025-05-09 20:00:38 [main] ERROR ru.sdmitriy612.collection.CollectionManager - Error in add element: ERROR: column "furnish" is of type furnish but expression is of type character varying
  Подсказка: You will need to rewrite or cast the expression.
  Позиция: 312
2025-05-09 20:00:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=error in add element, responseType=FINAL]
2025-05-09 20:00:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:04:14 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:04:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:04:25 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=null, builder=null]
2025-05-09 20:04:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Login or password is incorrect, responseType=AUTHORIZE]
2025-05-09 20:04:25 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:04:28 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:04:28 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=null]
2025-05-09 20:04:28 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You have been authorized as test, responseType=FINAL]
2025-05-09 20:04:28 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:04:34 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:04:34 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=null]
2025-05-09 20:04:34 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 20:04:34 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:04:58 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:04:58 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=test, hashedPassword=ee26b0dd4af7e749aa1a8ee3c10ae9923f618980772e473f8819a5d4940e0db27ac185f8a0e1d5f84f88bc887fd67b143732c304cc5fa9ad8e6f57f50028a8ff], builder=ru.sdmitriy612.collection.flat.FlatBuilder@424ebba3]
2025-05-09 20:04:59 [main] ERROR ru.sdmitriy612.collection.CollectionManager - Error in add element: Запрос не вернул результатов.
2025-05-09 20:04:59 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=error in add element, responseType=FINAL]
2025-05-09 20:04:59 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:07:14 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:07:21 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:07:21 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signup, args=[], userAuthorization=null, builder=null]
2025-05-09 20:07:21 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter login data, responseType=AUTHORIZE]
2025-05-09 20:07:21 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:07:22 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:07:22 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signup, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:07:23 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Account has been created, responseType=FINAL]
2025-05-09 20:07:23 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:07:26 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:07:26 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:07:26 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You have been authorized as 1, responseType=FINAL]
2025-05-09 20:07:26 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:07:32 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:07:32 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/signin, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:07:32 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=You have been authorized as 1, responseType=FINAL]
2025-05-09 20:07:32 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:07:45 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:07:45 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:07:45 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 20:07:45 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:08:08 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:08:08 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=ru.sdmitriy612.collection.flat.FlatBuilder@3d97a632]
2025-05-09 20:08:09 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=element added to the collection, responseType=FINAL]
2025-05-09 20:08:09 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:08:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:08:12 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/show, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:08:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Flat
ID: 3
Name: flatname
CreationDate: 2025-05-09T20:08:09.048006600
Coordinates: (2,000000; 0)
Area: 11,000000
NumberOfRooms: 12
Furnish: FINE
View: PARK
Transport: FEW
HouseName: hn
HouseYear: 2010
HouseNumberOfLifts: 22


Flat
ID: 1
Name: flat
CreationDate: 2025-05-09T20:04:59.229943
Coordinates: (2,000000; 0)
Area: 100,000000
NumberOfRooms: 20
Furnish: FINE
View: BAD
Transport: FEW
HouseName: housename
HouseYear: 2010
HouseNumberOfLifts: 2


Flat
ID: 2
Name: flat
CreationDate: 2025-05-09T20:04:59.308712
Coordinates: (2,000000; 0)
Area: 100,000000
NumberOfRooms: 20
Furnish: FINE
View: BAD
Transport: FEW
HouseName: housename
HouseYear: 2010
HouseNumberOfLifts: 2


, responseType=FINAL]
2025-05-09 20:08:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:08:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:08:38 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/show, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:08:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Flat
ID: 3
Name: flatname
CreationDate: 2025-05-09T20:08:09.048006600
Coordinates: (2,000000; 0)
Area: 11,000000
NumberOfRooms: 12
Furnish: FINE
View: PARK
Transport: FEW
HouseName: hn
HouseYear: 2010
HouseNumberOfLifts: 22


Flat
ID: 1
Name: flat
CreationDate: 2025-05-09T20:04:59.229943
Coordinates: (2,000000; 0)
Area: 100,000000
NumberOfRooms: 20
Furnish: FINE
View: BAD
Transport: FEW
HouseName: housename
HouseYear: 2010
HouseNumberOfLifts: 2


Flat
ID: 2
Name: flat
CreationDate: 2025-05-09T20:04:59.308712
Coordinates: (2,000000; 0)
Area: 100,000000
NumberOfRooms: 20
Furnish: FINE
View: BAD
Transport: FEW
HouseName: housename
HouseYear: 2010
HouseNumberOfLifts: 2


, responseType=FINAL]
2025-05-09 20:08:38 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:08:44 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:08:44 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/remove_by_id, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:08:44 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=enter an id to remove, responseType=FINAL]
2025-05-09 20:08:44 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:08:50 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:08:50 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/remove_by_id, args=[1], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:08:50 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=your collection doesn't include element with id 1, responseType=FINAL]
2025-05-09 20:08:50 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:08:55 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:08:55 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/remove_by_id, args=[2], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:08:55 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=your collection doesn't include element with id 2, responseType=FINAL]
2025-05-09 20:08:55 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:08:59 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:08:59 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/remove_by_id, args=[3], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:09:00 [main] DEBUG ru.sdmitriy612.collection.CollectionManager - Element with id 3 was removed by user #2
2025-05-09 20:09:00 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=element wasn't deleted, responseType=FINAL]
2025-05-09 20:09:00 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:10:06 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:10:28 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:10:28 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/remove_any_by_view, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:10:28 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=enter a view to count, responseType=FINAL]
2025-05-09 20:10:28 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:10:45 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:10:45 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/remove_any_by_view, args=[BAD], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:10:46 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=element wasn't deleted, responseType=FINAL]
2025-05-09 20:10:46 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:11:10 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:11:19 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:11:19 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/remove_any_by_view, args=[BAD], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:11:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=collection doesn't include elements with view BAD, responseType=FINAL]
2025-05-09 20:11:20 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:11:31 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:11:31 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/show, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:11:31 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Flat
ID: 1
Name: flat
CreationDate: 2025-05-09T20:04:59.229943
Coordinates: (2,000000; 0)
Area: 100,000000
NumberOfRooms: 20
Furnish: FINE
View: BAD
Transport: FEW
HouseName: housename
HouseYear: 2010
HouseNumberOfLifts: 2


Flat
ID: 2
Name: flat
CreationDate: 2025-05-09T20:04:59.308712
Coordinates: (2,000000; 0)
Area: 100,000000
NumberOfRooms: 20
Furnish: FINE
View: BAD
Transport: FEW
HouseName: housename
HouseYear: 2010
HouseNumberOfLifts: 2


, responseType=FINAL]
2025-05-09 20:11:31 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:12:00 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:12:00 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:12:00 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 20:12:00 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:12:14 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:12:14 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=ru.sdmitriy612.collection.flat.FlatBuilder@4cf8b2dc]
2025-05-09 20:12:15 [main] ERROR ru.sdmitriy612.collection.CollectionManager - Error in add element: Cannot invoke "ru.sdmitriy612.collection.flat.Furnish.name()" because the return value of "ru.sdmitriy612.collection.flat.Flat.getFurnish()" is null
2025-05-09 20:12:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=error in add element, responseType=FINAL]
2025-05-09 20:12:15 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:33:03 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:33:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:33:12 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:33:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 20:33:12 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:33:21 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:33:21 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=ru.sdmitriy612.collection.flat.FlatBuilder@4b29d1d2]
2025-05-09 20:33:22 [main] ERROR ru.sdmitriy612.collection.CollectionManager - Error in add element: Cannot invoke "ru.sdmitriy612.collection.flat.Furnish.name()" because the return value of "ru.sdmitriy612.collection.flat.Flat.getFurnish()" is null
2025-05-09 20:33:22 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=error in add element, responseType=FINAL]
2025-05-09 20:33:22 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:35:14 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:35:23 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:35:23 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=null]
2025-05-09 20:35:23 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 20:35:23 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:35:35 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:35:35 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=UserAuthorization[login=1, hashedPassword=4dff4ea340f0a823f15d3f4f01ab62eae0e5da579ccb851f8db9dfe84c58b2b37b89903a740e1ee172da793a6e79d560e5f7f9bd058a12a280433ed6fa46510a], builder=ru.sdmitriy612.collection.flat.FlatBuilder@4b29d1d2]
2025-05-09 20:35:36 [main] ERROR ru.sdmitriy612.collection.CollectionManager - Error in add element: Cannot invoke "ru.sdmitriy612.collection.flat.House.getName()" because the return value of "ru.sdmitriy612.collection.flat.Flat.getHouse()" is null
2025-05-09 20:35:36 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=error in add element, responseType=FINAL]
2025-05-09 20:35:36 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:37:27 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
2025-05-09 20:37:27 [main] INFO  ru.sdmitriy612.server.handling.Processor - Server started process data from client. Data: Request[commandName=/add, args=[], userAuthorization=null, builder=null]
2025-05-09 20:37:27 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server processed data. Response: Response[message=Enter a Flat, responseType=ENTER_OBJECT]
2025-05-09 20:37:27 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server sent response to client
2025-05-09 20:37:31 [main] INFO  ru.sdmitriy612.server.Server - Server started
2025-05-09 20:37:39 [main] INFO  ru.sdmitriy612.server.handling.InputHandler - Server received data from client
